id,sku,name,quantity,base_price,has_discount,discount_price,short_description,long_description,created_at,updated_at,created_by,updated_by
268,585206,Common Yarrow,60,$247.73,false,$195.75,"Displaced spiral fx shaft of radius, right arm, init","Displaced spiral fracture of shaft of radius, right arm, initial encounter for closed fracture",9/23/2023,10/8/2023,fmarlen7f,tfetherstan7f
269,875380,Green River Milkvetch,11,$160.32,false,$367.28,Nasopharyngeal myiasis,Nasopharyngeal myiasis,9/28/2023,11/2/2022,gselvey7g,nchritchlow7g
270,697114,Forest Mirrorplant,29,$983.40,true,$15.97,"Ped on foot injured in collision w oth ped convey, sequela","Pedestrian on foot injured in collision with other pedestrian conveyance, sequela",1/21/2023,5/25/2022,vretchless7h,mrushmere7h
271,578152,Blandow's Helodium Moss,7,$877.32,false,$468.73,Corrosion of third degree of forearm,Corrosion of third degree of forearm,2/27/2022,9/3/2022,anezey7i,vlarimer7i
272,898506,Iris,90,$925.97,true,$185.20,"Laceration of left kidney, unspecified degree, subs encntr","Laceration of left kidney, unspecified degree, subsequent encounter",2/23/2022,10/1/2022,mselliman7j,acunnane7j
273,706012,Joshua Tree,10,$897.48,true,$356.43,"Underdosing of digestants, sequela","Underdosing of digestants, sequela",9/18/2023,5/29/2022,abalentyne7k,jzienkiewicz7k
274,504867,Sierra Foothill Silverpuffs,85,$86.56,false,$133.94,Toxic effect of contact with other venomous fish,Toxic effect of contact with other venomous fish,11/27/2023,10/12/2022,whoppner7l,gwickling7l
275,585923,Calliergon Moss,27,$613.86,true,$379.28,"Disp fx of proximal phalanx of thmb, subs for fx w nonunion","Displaced fracture of proximal phalanx of unspecified thumb, subsequent encounter for fracture with nonunion",7/7/2023,5/6/2023,xocurran7m,bpurdom7m
276,439771,Elegant Buckwheat,66,$899.77,true,$206.59,"Burn of unsp degree of unspecified forearm, init encntr","Burn of unspecified degree of unspecified forearm, initial encounter",11/1/2023,1/17/2023,blove7n,zburleton7n
277,425087,Goetzea,78,$481.59,true,$476.57,"Abrasion of breast, unspecified breast, initial encounter","Abrasion of breast, unspecified breast, initial encounter",6/5/2022,3/7/2022,jollerearnshaw7o,cmcalester7o
278,123244,Starwort,17,$255.45,true,$308.26,Unsp maternal infec/parastc disease complicating childbirth,Unspecified maternal infectious and parasitic disease complicating childbirth,7/23/2022,8/8/2023,mhuxster7p,omcentagart7p
279,827981,Longleaf Buckwheat,99,$593.03,true,$426.88,"Bitten by mouse, initial encounter","Bitten by mouse, initial encounter",10/23/2023,9/12/2022,bfumagallo7q,nbowery7q
280,433096,Beggarslice,69,$247.36,false,$28.88,"War op involving explosion of depth-chg, civilian, subs","War operations involving explosion of depth-charge, civilian, subsequent encounter",10/22/2023,8/25/2022,sboyd7r,wmaccahey7r
281,624928,Sevennerve Roughleaf,52,$806.05,true,$267.78,"Sltr-haris Type II physl fx upr end unsp fibula, 7thD","Salter-Harris Type II physeal fracture of upper end of unspecified fibula, subsequent encounter for fracture with routine healing",12/17/2023,1/22/2023,gpiffe7s,agrigorio7s
282,556349,Beckwith's Milkvetch,94,$808.55,false,$410.42,"Nondisp fx of greater trochanter of l femr, 7thE","Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type I or II with routine healing",7/2/2023,9/12/2022,loleszczak7t,dgaitskill7t
283,283131,Calcareous Zahlbrucknerella Lichen,100,$268.45,true,$76.26,Sled accident,Sled accident,11/21/2022,5/30/2023,marnopp7u,aberney7u
284,672763,Yellow Wild Indigo,9,$893.79,true,$484.09,"Contus/lac l cereb w LOC w dth d/t brain inj bf consc, subs","Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter",9/6/2023,11/19/2023,tsibbet7v,rkarczinski7v
285,577710,Oahu Pilo Kea,42,$952.87,true,$115.12,"Pathological fracture in oth disease, right tibia, init","Pathological fracture in other disease, right tibia, initial encounter for fracture",6/17/2022,11/11/2023,esimkins7w,amcgeachy7w
286,449609,American Witchhazel,81,$377.26,true,$413.91,"External constriction, unspecified great toe, subs encntr","External constriction, unspecified great toe, subsequent encounter",11/10/2023,2/22/2023,amenloe7x,amcian7x
287,149563,Whitecolumn Foxtail Cactus,99,$26.84,false,$300.63,"Strain extn/abdr musc/fasc/tend of thmb at forarm lv, init","Strain of extensor or abductor muscles, fascia and tendons of unspecified thumb at forearm level, initial encounter",3/17/2023,1/11/2023,rbilton7y,hharwell7y
288,984368,Kleberg's Bluestem,50,$447.36,false,$380.59,"Adverse effect of opium, sequela","Adverse effect of opium, sequela",12/25/2023,11/5/2022,bbatstone7z,bswanger7z
289,743299,Hairy Yerba Santa,100,$280.48,true,$232.39,Other sleep related movement disorders,Other sleep related movement disorders,9/11/2023,6/30/2023,ntrytsman80,kpitchford80
290,439026,Bullhorn Wattle,36,$73.55,false,$471.51,Sprain of tarsometatarsal ligament of unspecified foot,Sprain of tarsometatarsal ligament of unspecified foot,3/21/2023,3/21/2022,lkerss81,fgreggs81
291,798361,Carolina Dayflower,84,$436.79,true,$423.71,"Displ subtrochnt fx r femr, 7thE","Displaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with routine healing",5/2/2023,3/4/2022,skelsow82,astillman82
292,792814,Daisy Bush,19,$567.67,true,$449.99,Open bite of right little finger without damage to nail,Open bite of right little finger without damage to nail,4/3/2023,2/8/2023,estobart83,inewbery83
293,440358,Longbeard Mariposa Lily,46,$712.88,true,$393.89,"Spondylolysis, site unspecified","Spondylolysis, site unspecified",12/30/2022,3/11/2022,lcockayme84,mbenoiton84
294,583665,Chinese Peony,93,$704.86,false,$72.33,"Foreign body in left ear, initial encounter","Foreign body in left ear, initial encounter",3/24/2022,3/7/2023,rmowles85,dblagdon85
295,263424,Drysand Pinweed,63,$688.30,true,$67.06,"Staphylococcal arthritis, shoulder","Staphylococcal arthritis, shoulder",4/11/2022,4/5/2022,aglasscott86,gborkett86
296,224212,Kingston's Hawthorn,97,$295.45,false,$415.16,"Surgical instrumnt, matrl and ob/gyn devices assoc w incdt","Surgical instruments, materials and obstetric and gynecological devices (including sutures) associated with adverse incidents",7/25/2023,1/5/2024,mstanbro87,sboobyer87
297,434141,Slender Cryptantha,56,$310.09,false,$226.54,Varicos vn of l low extrem w ulc of calf and inflammation,Varicose veins of left lower extremity with both ulcer of calf and inflammation,5/7/2022,6/19/2023,jstrang88,ksambedge88
298,341440,San Luis Obispo Coyote Mint,89,$583.92,false,$483.09,"Displ transverse fx shaft of r tibia, 7thR","Displaced transverse fracture of shaft of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",5/17/2023,7/1/2022,dolenin89,bblaylock89
299,846049,Narrowleaf Clubmoss,99,$120.41,true,$101.82,"Nondisp transcondy fracture of l humerus, init for opn fx","Nondisplaced transcondylar fracture of left humerus, initial encounter for open fracture",2/4/2024,5/20/2023,ygeraldo8a,onern8a
300,184293,Mexican Crinklemat,38,$532.00,true,$182.20,"Arthropathy following intestinal bypass, knee","Arthropathy following intestinal bypass, knee",2/12/2023,2/11/2022,cmacelharge8b,drodrigo8b
301,312273,Smallflower Lupine,53,$706.84,true,$345.30,Laceration w foreign body of right cheek and TMJ area,Laceration with foreign body of right cheek and temporomandibular area,4/1/2023,2/14/2023,dcaselick8c,bcrombleholme8c
302,182675,Curly Threeawn,72,$399.27,false,$380.00,"Inj oth muscles and tendons at ank/ft level, l foot, sequela","Other specified injury of other specified muscles and tendons at ankle and foot level, left foot, sequela",3/24/2022,7/16/2022,wborzoni8d,hunderwood8d
303,919431,Southern Sierra Phacelia,2,$443.37,false,$32.06,"Lacerat musc/fasc/tend at shldr/up arm, right arm, subs","Laceration of other muscles, fascia and tendons at shoulder and upper arm level, right arm, subsequent encounter",5/26/2022,5/16/2023,rswynley8e,gogrogane8e
304,417991,Pilo Kea Lau Li'i,61,$414.71,false,$293.22,"Leakage of nephrostomy catheter, sequela","Leakage of nephrostomy catheter, sequela",11/10/2023,1/21/2023,prentz8f,cprestner8f
305,401229,Lindsay's Map Lichen,62,$682.22,true,$137.47,Loose body in left shoulder,Loose body in left shoulder,8/13/2022,11/17/2023,sdorman8g,dpluck8g
306,614708,Rim Lichen,54,$414.59,false,$54.97,Chronic embolism and thrombosis of other thoracic veins,Chronic embolism and thrombosis of other thoracic veins,8/15/2022,9/16/2023,bwhife8h,ctrippick8h
307,375995,Hooker's Sandwort,45,$478.03,true,$393.20,"Oth fx shaft of l fibula, 7thR","Other fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",4/26/2023,8/11/2023,cbraitling8i,ssentinella8i
308,279180,Spreading Snakeroot,72,$557.99,false,$144.45,"Burn of second degree of left knee, initial encounter","Burn of second degree of left knee, initial encounter",1/29/2024,3/5/2022,aandrichak8j,acubbin8j
309,183396,Smartweed Dodder,48,$76.34,false,$285.16,"Pnctr w fb of abd wall, r upper q w penet perit cav, subs","Puncture wound with foreign body of abdominal wall, right upper quadrant with penetration into peritoneal cavity, subsequent encounter",7/6/2023,2/20/2022,cbaseley8k,efarran8k
310,776312,Dunhead Sedge,3,$782.79,false,$266.73,"Refractive amblyopia, unspecified eye","Refractive amblyopia, unspecified eye",11/18/2023,6/19/2023,tshelsher8l,smildenhall8l
311,307809,Valamuerto,66,$51.85,true,$485.45,"Terrorism, secondary effects, publ sfty offcl injured, init","Terrorism, secondary effects, public safety official injured, initial encounter",9/24/2022,10/23/2023,asoames8m,lsilvester8m
312,821471,Phaeocalicium Lichen,11,$271.83,true,$347.32,"Injury of musculocutaneous nerve, left arm, init encntr","Injury of musculocutaneous nerve, left arm, initial encounter",10/11/2022,1/13/2024,jgierek8n,rgorton8n
313,150637,Fuscidea Lichen,51,$901.70,true,$199.36,Skating rink as place,Skating rink as the place of occurrence of the external cause,7/15/2023,9/25/2023,lloachhead8o,alewins8o
314,330683,Hyssopleaf Asphead,91,$216.83,true,$367.39,Assault by human bite,Assault by human bite,9/21/2022,11/22/2023,tfranzonello8p,sfinnigan8p
315,753055,Sandplain False Foxglove,6,$670.06,false,$240.81,"Trp preg, unable to dtrm num plcnta & amnio sacs, third tri","Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs, third trimester",10/26/2023,3/12/2022,eburdoun8q,ltoovey8q
316,255228,Celandine,10,$249.89,true,$355.95,"Corrosion of unsp degree of unspecified elbow, sequela","Corrosion of unspecified degree of unspecified elbow, sequela",7/10/2023,6/29/2023,llindstrom8r,ckliement8r
317,561495,Hakone Grass,39,$178.64,true,$161.83,Helicopter crash injuring occupant,Helicopter crash injuring occupant,4/9/2023,2/26/2022,brounsefull8s,kcoulbeck8s
318,459667,Cup Lichen,39,$612.71,true,$399.50,"Unsp physl fx lower end of l tibia, subs for fx w delay heal","Unspecified physeal fracture of lower end of left tibia, subsequent encounter for fracture with delayed healing",7/25/2022,3/12/2023,gscotchmer8t,asaxelby8t
319,810152,Jointtail Grass,27,$618.88,false,$183.18,Chronic embolism and thombos of superfic veins of up extrem,Chronic embolism and thrombosis of superficial veins of upper extremity,12/29/2022,8/7/2022,phardisty8u,ateaser8u
320,929631,Bayard's Adder's-mouth Orchid,44,$137.00,true,$237.59,"Maternal care for anti-D antibodies, third tri, fetus 1","Maternal care for anti-D [Rh] antibodies, third trimester, fetus 1",11/1/2022,7/31/2022,ciltchev8v,msigfrid8v
321,256300,Dakota Sarcogyne Lichen,78,$333.40,true,$193.73,"Nondisp artic fx head of unsp femr, 7thP","Nondisplaced articular fracture of head of unspecified femur, subsequent encounter for closed fracture with malunion",2/25/2022,12/16/2023,fmulqueen8w,wbabbe8w
322,525558,Valley Lupine,7,$635.28,false,$82.75,"Unsp fx unsp patella, subs for opn fx type I/2 w nonunion","Unspecified fracture of unspecified patella, subsequent encounter for open fracture type I or II with nonunion",1/6/2023,6/24/2022,csolesbury8x,dcatonnet8x
323,297621,High-plains Beeblossom,83,$853.51,true,$490.95,"Accidental malfunction of other larger firearm, subs encntr","Accidental malfunction of other larger firearm, subsequent encounter",4/7/2023,7/4/2023,ssondland8y,wcolgrave8y
324,895861,Flodman's Thistle,97,$661.93,true,$173.68,Person outside car injured in collision w pedl cyc nontraf,Person on outside of car injured in collision with pedal cycle in nontraffic accident,2/18/2022,10/8/2023,pgamblin8z,ekinvig8z
325,279455,Low Silverbush,26,$827.88,false,$171.39,Preterm labor with preterm delivery,Preterm labor with preterm delivery,3/27/2023,4/29/2023,jgasperi90,eomolan90
326,280069,Columbian Rockcress,64,$245.15,false,$342.85,Gastrointestinal stromal tumor of other sites,Gastrointestinal stromal tumor of other sites,12/19/2023,8/14/2023,svonbrook91,nwadwell91
327,757662,Smith's Tonguefern,22,$339.17,true,$310.39,Subluxation of unsp interphalangeal joint of r little finger,Subluxation of unspecified interphalangeal joint of right little finger,10/21/2023,5/20/2022,ablackway92,aennals92
328,570942,Tropical Widelip Orchid,22,$805.57,false,$27.49,"Tributary (branch) retinal vein occlusion, right eye, stable","Tributary (branch) retinal vein occlusion, right eye, stable",7/23/2023,1/6/2023,cburges93,csweeny93
329,859884,Sandgrass,56,$61.64,false,$303.00,"Type III traum spondylolysis of 2nd cervcal vert, 7thK","Type III traumatic spondylolisthesis of second cervical vertebra, subsequent encounter for fracture with nonunion",9/10/2023,9/2/2023,gstaggs94,kkeates94
330,263135,Blisterwort,88,$958.88,false,$233.22,Ataxia following nontraumatic subarachnoid hemorrhage,Ataxia following nontraumatic subarachnoid hemorrhage,3/6/2022,9/1/2022,djeffcoate95,ahowden95
331,898341,Camphortree,2,$312.13,true,$418.57,"Exposure to oth smoke, fire and flames, init encntr","Exposure to other specified smoke, fire and flames, initial encounter",7/18/2023,1/29/2024,wwort96,sbaynes96
332,978968,Corn Speedwell,19,$922.13,true,$141.14,"Hemiplegic migraine, not intractable, w/o status migrainosus","Hemiplegic migraine, not intractable, without status migrainosus",9/27/2023,5/15/2023,socaine97,smacgaffey97
333,157287,Anechites,85,$778.53,true,$107.54,"Respiratory failure, unspecified with hypercapnia","Respiratory failure, unspecified with hypercapnia",5/1/2022,12/26/2023,jmcrinn98,sofinan98
334,737001,White Milkwort,3,$143.21,false,$276.81,"Other injury of prostate, sequela","Other injury of prostate, sequela",7/14/2022,1/23/2023,alayne99,bcrippes99
335,381276,Silky Dogwood,12,$563.31,true,$342.75,"Dislocation of midcarpal joint of unspecified wrist, sequela","Dislocation of midcarpal joint of unspecified wrist, sequela",12/29/2023,8/16/2023,bhandlin9a,gmckean9a
336,233327,El Pulguero Flatsedge,99,$42.31,false,$80.80,Oth skin changes due to chr expsr to nonionizing radiation,Other skin changes due to chronic exposure to nonionizing radiation,10/17/2023,10/13/2023,pfosserd9b,gfaccini9b
337,228276,Knoke's Biscuitroot,8,$458.75,true,$304.20,"Oth traum nondisp spondylolysis of 3rd cervcal vert, 7thD","Other traumatic nondisplaced spondylolisthesis of third cervical vertebra, subsequent encounter for fracture with routine healing",12/12/2023,12/7/2022,mhumphris9c,bmartinson9c
338,663122,Hybrid Spruce,26,$218.91,true,$120.43,"Oth diabetes with severe nonp rtnop with macular edema, unsp","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",11/12/2023,2/1/2023,cheams9d,lwolfendell9d
339,611454,Scented Pussytoes,87,$194.90,false,$309.04,Histamine H2-receptor blockers,"Poisoning by, adverse effect of and underdosing of histamine H2-receptor blockers",7/8/2023,8/7/2022,hlowton9e,mbaggott9e
340,607872,Watery Roseapple,58,$550.23,true,$35.32,"Fx unsp metatarsal bone(s), unsp ft, 7thG","Fracture of unspecified metatarsal bone(s), unspecified foot, subsequent encounter for fracture with delayed healing",12/12/2023,10/3/2022,mcutridge9f,jmarrington9f
341,708270,Serendipity Berry,21,$614.82,true,$228.85,"Disp fx of trapezium, right wrist, init for opn fx","Displaced fracture of trapezium [larger multangular], right wrist, initial encounter for open fracture",4/8/2023,12/19/2023,iangear9g,bplose9g
342,843916,Wand Butterflybush,96,$693.61,true,$156.52,Diabetes due to undrl condition w diabetic mononeuropathy,Diabetes mellitus due to underlying condition with diabetic mononeuropathy,7/22/2022,12/21/2023,ggrasser9h,espelman9h
343,937853,Gollania Moss,47,$309.98,true,$485.60,"Abrasion of unspecified front wall of thorax, sequela","Abrasion of unspecified front wall of thorax, sequela",7/9/2022,8/14/2023,jsheere9i,vkirley9i
344,269829,Plummer's Baccharis,68,$641.00,true,$489.93,"Burn of unspecified degree of back of right hand, sequela","Burn of unspecified degree of back of right hand, sequela",7/15/2023,2/10/2022,kledgerton9j,sswidenbank9j
345,958185,Cajeput Tree,75,$610.47,true,$230.11,"Injury of nerves at hip and thigh level, right leg, sequela","Injury of other nerves at hip and thigh level, right leg, sequela",2/7/2023,4/3/2022,kgoodyear9k,bstiegar9k
346,726422,Wavyleaf Soap Plant,8,$229.61,false,$363.37,"Displ avuls fx (chip fracture) of unsp talus, 7thK","Displaced avulsion fracture (chip fracture) of unspecified talus, subsequent encounter for fracture with nonunion",12/30/2022,2/28/2022,ccrockford9l,lhuws9l
347,906672,Mapleleaf Oak,9,$651.08,true,$165.17,"Inj oth musc/tend post grp at low leg level, right leg, sqla","Other injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg, sequela",5/8/2023,2/3/2023,arichardon9m,hboulder9m
348,347271,Tobacco,21,$274.47,true,$478.78,"Disp fx of unsp radial styloid pro, 7thH","Displaced fracture of unspecified radial styloid process, subsequent encounter for open fracture type I or II with delayed healing",5/21/2022,4/23/2022,gwedmore9n,tanten9n
349,129610,Cutleaf Selfheal,6,$50.06,false,$273.66,Primary blast injury of duodenum,Primary blast injury of duodenum,10/21/2023,6/28/2022,ftupling9o,vrennard9o
350,968338,Glomerate Sedge,97,$912.17,true,$300.12,"Burn of second degree of other site of trunk, sequela","Burn of second degree of other site of trunk, sequela",1/11/2023,10/29/2022,gwapol9p,gwiddowson9p
351,879985,Coastal Goldfields,95,$292.96,true,$454.24,Abdominal rigidity,Abdominal rigidity,4/18/2022,5/5/2022,inormant9q,ptrevaskis9q
352,521381,Ternstroemia,92,$929.63,false,$281.22,Adverse effect of loop [high-ceiling] diuretics,Adverse effect of loop [high-ceiling] diuretics,4/17/2022,8/23/2022,fdudden9r,sulyet9r
353,625798,Spikesedge,45,$484.53,false,$364.40,"Disp fx of med condyle of unsp femr, 7thP","Displaced fracture of medial condyle of unspecified femur, subsequent encounter for closed fracture with malunion",5/12/2022,11/18/2022,onials9s,elots9s
354,120716,Elephantleaf Brake,41,$65.61,false,$90.41,"Unsp injury of blood vessels at ank/ft level, unsp leg, init","Unspecified injury of other blood vessels at ankle and foot level, unspecified leg, initial encounter",3/22/2023,12/26/2022,zasplin9t,dbissex9t
355,378130,Simpson's Rosinweed,16,$761.39,false,$429.97,"Nondisp fx of 5th metatarsal bone, r ft, 7thD","Nondisplaced fracture of fifth metatarsal bone, right foot, subsequent encounter for fracture with routine healing",8/15/2023,6/1/2022,kgaven9u,sruppertz9u
356,711065,Puerto Rico Danafern,100,$410.88,true,$332.94,"Oth disp fx of sixth cervcal vert, subs for fx w delay heal","Other displaced fracture of sixth cervical vertebra, subsequent encounter for fracture with delayed healing",12/5/2023,8/29/2022,hfibbings9v,hvink9v
357,332188,Narrow Strapfern,74,$755.83,false,$72.94,"Displ seg fx shaft of unsp femr, 7thR","Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",9/18/2023,9/17/2022,icardoso9w,dkondratowicz9w
358,188242,Winged Sandpuffs,15,$56.59,true,$347.55,"Fracture of alveolus of mandible, unspecified side, 7thG","Fracture of alveolus of mandible, unspecified side, subsequent encounter for fracture with delayed healing",6/1/2023,1/7/2023,npowdrell9x,abummfrey9x
359,991685,Katsura Tree,87,$291.25,false,$59.55,"Oth comp of spinal and epidur anesth during preg, second tri","Other complications of spinal and epidural anesthesia during pregnancy, second trimester",11/21/2022,8/2/2023,cbutland9y,fciciura9y
360,112794,Texas Windmill Grass,1,$448.42,false,$258.59,Cellulitis of external ear,Cellulitis of external ear,4/3/2022,6/13/2022,amallion9z,hbuckley9z
361,256908,Siebold's Arrowwood,7,$898.13,true,$178.81,"Open bite of right great toe without damage to nail, sequela","Open bite of right great toe without damage to nail, sequela",11/12/2022,11/27/2022,escarrotta0,msambrooka0
362,756052,Melaspilea Lichen,68,$510.14,true,$157.50,Second degree hemorrhoids,Second degree hemorrhoids,12/18/2022,9/24/2023,mbrennenstuhla1,jkoptaa1
363,664907,Bryum Moss,14,$598.84,true,$383.39,"Toxic effect of venom of arthropod, accidental, subs","Toxic effect of venom of other arthropod, accidental (unintentional), subsequent encounter",1/19/2024,1/13/2024,alochrana2,dlaydona2
364,694397,Klamath Plum,12,$198.62,true,$220.88,"Anaplastic large cell lymphoma, ALK-positive, spleen","Anaplastic large cell lymphoma, ALK-positive, spleen",6/24/2023,3/3/2023,bfarndella3,cborlanda3
365,861181,Black Horehound,70,$503.54,true,$146.47,"Poisoning by angiotens-convert-enzyme inhibtr, acc, sequela","Poisoning by angiotensin-converting-enzyme inhibitors, accidental (unintentional), sequela",11/26/2022,11/6/2023,jhatona4,cmenendeza4
366,393075,Alpine Clubmoss,12,$362.49,false,$187.05,"Toxic effect of venom of black widow spider, acc, subs","Toxic effect of venom of black widow spider, accidental (unintentional), subsequent encounter",10/10/2022,8/26/2023,mrichardta5,cmaestrinia5
367,184779,Thelopsis Lichen,20,$436.80,false,$470.36,"Unspecified open wound, left lower leg, initial encounter","Unspecified open wound, left lower leg, initial encounter",10/8/2023,6/16/2023,etunmorea6,krobarta6
368,568476,Slender Spikerush,16,$870.94,false,$245.98,"Unspecified injury of axillary artery, left side","Unspecified injury of axillary artery, left side",1/30/2024,8/20/2022,okubisa7,arozeca7
369,609907,Yewleaf Clubmoss,40,$178.75,true,$431.15,Puncture wound w foreign body of unsp thumb w damage to nail,Puncture wound with foreign body of unspecified thumb with damage to nail,9/24/2023,5/8/2022,ewoodwinda8,mhalwortha8
370,445691,San Antonio False Foxglove,33,$791.93,true,$256.00,"Maternal care for oth rhesus isoimmun, third tri, fetus 1","Maternal care for other rhesus isoimmunization, third trimester, fetus 1",7/16/2022,6/25/2023,asanbrokea9,jsimsona9
371,947898,Veiny Pepperweed,95,$336.08,true,$444.27,"Laceration of anterior tibial artery, unsp leg, sequela","Laceration of anterior tibial artery, unspecified leg, sequela",1/3/2023,11/3/2023,mlilieaa,mklejinaa
372,476937,Western Spleenwort,37,$401.31,false,$474.54,ABO incompatibility w delayed hemolytic transfusion reaction,ABO incompatibility with delayed hemolytic transfusion reaction,11/21/2023,10/25/2022,dtrevonab,preavellab
373,158564,Clam Lichen,99,$152.76,true,$482.21,"Drug-induced cataract, left eye","Drug-induced cataract, left eye",7/26/2022,8/22/2022,dcleevelyac,dondraac
374,249222,Arnold's Disc Lichen,21,$817.72,false,$421.21,Respiratory tuberculosis unspecified,Respiratory tuberculosis unspecified,2/26/2022,6/21/2023,dhucad,ccavyad
375,956539,Largeflower False Rosemary,21,$128.59,true,$302.81,"Fracture of orbital floor, left side, init","Fracture of orbital floor, left side, initial encounter for closed fracture",12/31/2023,5/5/2023,bblakeboroughae,plumsdallae
376,708943,Shortspur Seablush,83,$898.47,true,$95.05,"Nondisp fx of neck of left talus, init for opn fx","Nondisplaced fracture of neck of left talus, initial encounter for open fracture",2/23/2022,7/20/2023,bsethaf,tfairholmeaf
377,892129,Mexican Mimosa,21,$231.82,false,$294.62,"Inj conjunctiva and corneal abras w/o fb, left eye, sequela","Injury of conjunctiva and corneal abrasion without foreign body, left eye, sequela",3/10/2023,4/14/2022,jerieag,gdomelag
378,876938,Yellow Bugle,73,$746.30,true,$447.82,Subluxation and dislocation of C2/C3 cervical vertebrae,Subluxation and dislocation of C2/C3 cervical vertebrae,1/5/2024,4/30/2023,jpetracciah,sbaynamah
379,507000,Sycamoreleaf Snowbell,63,$752.35,false,$390.13,"Preterm newborn, gestational age 30 completed weeks","Preterm newborn, gestational age 30 completed weeks",3/12/2022,5/4/2022,mleefeai,eblankleyai
380,903992,Sudetic Lousewort,38,$25.81,true,$317.56,"Person outside special construct vehicle inj in traf, subs","Person on outside of special construction vehicle injured in traffic accident, subsequent encounter",8/21/2022,6/13/2022,lyeseninaj,mwithuraj
381,344813,Savannah Beaksedge,5,$366.63,false,$426.38,"Disruption of external operation (surgical) wound, NEC, init","Disruption of external operation (surgical) wound, not elsewhere classified, initial encounter",12/28/2023,1/21/2024,treamak,sbaderak
382,826785,Woodland Coffee,59,$724.98,false,$72.25,Postprocedural pneumothorax,Postprocedural pneumothorax,10/27/2022,3/6/2022,jfalcusal,akinsellal
383,899923,Williams' Springparsley,50,$445.09,true,$269.06,Bilious vomiting of newborn,Bilious vomiting of newborn,5/16/2022,9/1/2022,vyannikovam,tlindenstraussam
384,846697,Texas Crab Apple,15,$166.59,false,$311.66,"Spontaneous rupture of flexor tendons, left upper arm","Spontaneous rupture of flexor tendons, left upper arm",11/15/2022,10/20/2022,mstovoldan,egrabhaman
385,703751,Sphagnum Absonditella Lichen,73,$712.98,true,$106.93,"Poisoning by anterior pituitary hormones, assault, init","Poisoning by anterior pituitary [adenohypophyseal] hormones, assault, initial encounter",7/2/2022,4/5/2023,hvinnickao,riglesiaao
386,501851,Lempholemma Lichen,57,$542.25,true,$421.18,"Placentitis, second trimester, fetus 1","Placentitis, second trimester, fetus 1",11/20/2022,3/6/2023,amacmarcuisap,dlervenap
387,172864,Bigelow's Amaranth,67,$567.53,false,$329.67,"Displ seg fx shaft of ulna, r arm, 7thR","Displaced segmental fracture of shaft of ulna, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",11/20/2023,5/28/2022,mbilofskyaq,pbythwayaq
388,625796,Toothed Phascum Moss,9,$613.92,false,$167.01,"Disp fx of shaft of left clavicle, init for opn fx","Displaced fracture of shaft of left clavicle, initial encounter for open fracture",2/5/2022,1/12/2024,khunnisettar,hlegerar
389,846535,Pineland Wild Indigo,38,$339.57,true,$16.96,"Toxic effect of venom of scorpion, accidental, sequela","Toxic effect of venom of scorpion, accidental (unintentional), sequela",1/17/2023,3/14/2023,athoriusas,nhavocas
390,199396,Staghorn Fern,28,$227.73,true,$347.85,"Contusion of right ankle, sequela","Contusion of right ankle, sequela",4/21/2022,2/16/2022,lgallaherat,gackeroydat
391,294120,Castor Aralia,74,$639.08,false,$426.41,"Athscl nonaut bio bypass of extrm w intrmt claud, unsp extrm","Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, unspecified extremity",9/13/2022,2/1/2024,cseineau,bmcausleneau
392,682294,Cydonia,58,$236.58,true,$81.72,"Subacute osteomyelitis, unspecified femur","Subacute osteomyelitis, unspecified femur",1/10/2023,11/29/2023,jkeplingav,gbaldenav
393,316954,Rajador,28,$797.01,true,$463.35,Fibroadenosis of right breast,Fibroadenosis of right breast,3/27/2023,7/28/2022,gabbetsaw,dalpaw
394,328121,Cup Lichen,99,$78.04,true,$76.81,"Aneurysmal bone cyst, unspecified lower leg","Aneurysmal bone cyst, unspecified lower leg",6/25/2023,12/3/2022,tgerardeauxax,mgravellsax
395,843205,Ivyleaf Thoroughwort,37,$720.01,false,$106.78,Malignant neoplasm of fundus uteri,Malignant neoplasm of fundus uteri,3/27/2023,4/30/2023,amuntonay,lbettyay
396,344137,Manybranched Pepperweed,66,$221.45,false,$397.50,"Osteopathy after poliomyelitis, left forearm","Osteopathy after poliomyelitis, left forearm",4/3/2023,11/17/2023,tbrodeauaz,nbouzekaz
397,798098,Woolly Locoweed,20,$950.89,true,$279.70,"Nondisp trimalleol fx r low leg, 7thJ","Nondisplaced trimalleolar fracture of right lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",3/24/2023,1/6/2024,hnisuisb0,wgulliverb0
